date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:34	154553/154553	---M--	200	added ('OK')	image/jpeg	etag:%2225bb9-5f8feaf8c49fd%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/dev-bg-1200x800.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/dev-bg-1200x800.jpg	(from https://categorias/developer/)
16:36:35	8193/8193	---M--	200	added ('OK')	image/png	etag:%222001-5f8feafa8ab9f%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/brand3-184x62.png	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/brand3-184x62.png	(from https://categorias/developer/)
16:36:36	80646/80646	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:00:34%20GMT	https://categorias/developer/2020/04/28/creativity-is-more-than/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/2020/04/28/creativity-is-more-than/index.html	(from https://categorias/developer/)
16:36:37	77418/77418	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:15:37%20GMT	https://categorias/developer/2020/04/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/2020/04/index.html	(from https://categorias/developer/)
16:36:38	9520/9520	---M--	200	added ('OK')	image/jpeg	etag:%222530-5f8feafce92c1%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/testi1-184x184.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/testi1-184x184.jpg	(from https://categorias/developer/)
16:36:38	78890/78890	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:59:32%20GMT	https://categorias/developer/2020/04/28/designing-the-perfect/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/2020/04/28/designing-the-perfect/index.html	(from https://categorias/developer/)
16:36:39	85676/85676	---M--	200	added ('OK')	image/jpeg	etag:%2214eac-5f8feb00060c5%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/dev-bg-4-1200x744.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/dev-bg-4-1200x744.jpg	(from https://categorias/developer/)
16:36:39	75187/75187	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:55:54%20GMT	https://categorias/developer/category/design/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/category/design/index.html	(from https://categorias/developer/)
16:36:41	7894/7894	---M--	200	added ('OK')	image/png	etag:%221ed6-5f8feaf7631bb%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/rlogo3.png	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/rlogo3.png	(from https://categorias/developer/)
16:36:43	73049/73049	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:03:41%20GMT	https://categorias/developer/category/code/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/category/code/index.html	(from https://categorias/developer/)
16:36:43	73003/73003	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:02:38%20GMT	https://categorias/developer/category/music/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/category/music/index.html	(from https://categorias/developer/)
16:36:54	93535/93535	---M--	200	added ('OK')	image/jpeg	etag:%2216d5f-5f8feb083aa2e%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single1.jpg	(from https://categorias/developer/)
16:36:55	92703/92703	---M--	200	added ('OK')	image/jpeg	etag:%2216a1f-5f8feb0709f2c%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single2.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single2.jpg	(from https://categorias/developer/)
16:36:56	96654/96654	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202023%2000:40:27%20GMT	https://bslthemes.com/import/ ch/developer/uploads/2022/07/certificate.jpeg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/bslthemes.com/import/ ch/developer/uploads/2022/07/certificate.jpg	(from https://categorias/developer/)
16:36:57	182096/182096	---M--	200	added ('OK')	image/jpeg	etag:%222c750-5f8feb02a8da8%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work1-1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work1-1.jpg	(from https://categorias/developer/)
16:36:58	106735/106735	---M--	200	added ('OK')	image/jpeg	etag:%221a0ef-5f8feb059eaab%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single3.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single3.jpg	(from https://categorias/developer/)
16:36:58	90793/90793	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:58:29%20GMT	https://categorias/developer/portfolio-archive/weather-mobile-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/weather-mobile-app/index.html	(from https://categorias/developer/)
16:37:00	90965/90965	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:05:46%20GMT	https://categorias/developer/portfolio-archive/oyyi-furniture-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/oyyi-furniture-app/index.html	(from https://categorias/developer/)
16:37:01	97601/97601	---M--	200	added ('OK')	image/jpeg	etag:%2217d41-5f8feb099456f%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work2-1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work2-1.jpg	(from https://categorias/developer/)
16:37:01	107699/107699	---M--	200	added ('OK')	image/jpeg	etag:%221a4b3-5f8feb0472dc9%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single4.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single4.jpg	(from https://categorias/developer/)
16:37:12	144455/144455	---M--	200	added ('OK')	image/jpeg	etag:%2223447-5f8feb0f5ccf5%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single6.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single6.jpg	(from https://categorias/developer/)
16:37:14	85178/85178	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:05:15%20GMT	https://categorias/developer/portfolio-archive/sushi-parlour-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/sushi-parlour-app/index.html	(from https://categorias/developer/)
16:37:15	184133/184133	---M--	200	added ('OK')	image/jpeg	etag:%222cf45-5f8feb168badd%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work8.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work8.jpg	(from https://categorias/developer/)
16:37:19	85154/85154	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:04:43%20GMT	https://categorias/developer/portfolio-archive/unicode-web-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/unicode-web-app/index.html	(from https://categorias/developer/)
16:37:19	234223/234223	---M--	200	added ('OK')	image/jpeg	etag:%22392ef-5f8feb0a9c030%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work3-1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work3-1.jpg	(from https://categorias/developer/)
16:37:21	193679/193679	---M--	200	added ('OK')	image/jpeg	etag:%222f48f-5f8feb0c90032%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work-single5.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work-single5.jpg	(from https://categorias/developer/)
16:37:21	85145/85145	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:00:04%20GMT	https://categorias/developer/portfolio-archive/sounds-web-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/sounds-web-app/index.html	(from https://categorias/developer/)
16:37:22	122720/122720	---M--	200	added ('OK')	image/jpeg	etag:%221df60-5f8feb12894f9%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work6.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work6.jpg	(from https://categorias/developer/)
16:37:22	85146/85146	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:03:10%20GMT	https://categorias/developer/portfolio-archive/future-web-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/future-web-app/index.html	(from https://categorias/developer/)
16:37:23	90980/90980	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:02:08%20GMT	https://categorias/developer/portfolio-archive/furniture-mobile-app/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/furniture-mobile-app/index.html	(from https://categorias/developer/)
16:37:27	90745/90745	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:57:27%20GMT	https://categorias/developer/portfolio-archive/chatapp-mobile/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/portfolio-archive/chatapp-mobile/index.html	(from https://categorias/developer/)
16:37:29	166905/166905	---M--	200	added ('OK')	image/jpeg	etag:%2228bf9-5f8feb13ebcda%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work7.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work7.jpg	(from https://categorias/developer/)
16:37:36	96761/96761	---M--	200	added ('OK')	image/jpeg	etag:%22179f9-5f8feaf6bc1db%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/blog2.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/blog2.jpg	(from https://categorias/developer/)
16:38:00	105031/105031	---M--	200	added ('OK')	image/jpeg	etag:%2219a47-5f8feb1164577%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/work5-1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/work5-1.jpg	(from https://categorias/developer/)
16:38:06	84857/84857	---M--	200	added ('OK')	image/jpeg	etag:%2214b79-5f8feaf70367b%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/blog3.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/blog3.jpg	(from https://categorias/developer/)
16:38:07	112566/112566	---M--	200	added ('OK')	image/jpeg	etag:%221b7b6-5f8feaf6345fa%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/blog1.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/blog1.jpg	(from https://categorias/developer/)
16:38:07	19483/19483	---M--	200	added ('OK')	image/jpeg	etag:%224c1b-5f8feb180d6be%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/prod2-2-300x300.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/prod2-2-300x300.jpg	(from https://categorias/developer/)
16:38:07	80722/80722	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:56:56%20GMT	https://categorias/developer/product/web-development/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/product/web-development/index.html	(from https://categorias/developer/)
16:38:07	20734/20734	---M--	200	added ('OK')	image/jpeg	etag:%2250fe-5f8feb18ac99f%22	https://categorias/developer/wp-content/uploads/sites/3/2022/07/prod1-2-300x300.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2022/07/prod1-2-300x300.jpg	(from https://categorias/developer/)
16:38:08	80828/80828	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2003:04:13%20GMT	https://categorias/developer/product/branding-marketing/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/product/branding-marketing/index.html	(from https://categorias/developer/)
16:38:08	9813/9813	---M-Z	200	added ('OK')	application/javascript	etag:%222655-60a6d3d4b5304-gzip%22	https://categorias/developer/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	(from https://categorias/developer/)
16:38:09	74197/74197	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2002:57:57%20GMT	https://categorias/developer/shop/	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/shop/index.html	(from https://categorias/developer/)
16:38:09	428/428	---M-Z	200	added ('OK')	text/css	etag:%221ac-6115b27118ca4-gzip%22	https://categorias/developer/wp-content/cache/autoptimize/3/css/autoptimize_single_fbba34ef3d106e2dad8146cd58262570.css	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/cache/autoptimize/3/css/autoptimize_single_fbba34ef3d106e2dad8146cd58262570.css	(from https://categorias/developer/)
16:38:09	157/157	---M-Z	200	added ('OK')	text/css	etag:%229d-6115b27118ca4-gzip%22	https://categorias/developer/wp-content/cache/autoptimize/3/css/autoptimize_single_f2a825d973fcbe719b506d92090a9e95.css	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/cache/autoptimize/3/css/autoptimize_single_f2a825d973fcbe719b506d92090a9e95.css	(from https://categorias/developer/)
16:38:10	169027/169027	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Feb%202024%2019:38:10%20GMT	https://categorias/developer/?add-to-cart=315	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/indexbc79.html	(from https://categorias/developer/)
16:38:11	16857/16857	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2015%20May%202023%2022:25:03%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/script.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/bslthemes.com/bslthms-advanced-btns/assets/script.js	(from https://categorias/developer/)
16:38:11	168642/168642	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Feb%202024%2019:38:10%20GMT	https://categorias/developer/?add-to-cart=322	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/index3746.html	(from https://categorias/developer/)
16:38:11	8171/8171	---M-Z	200	added ('OK')	application/javascript	etag:%221feb-5f8f9a32fd5e0-gzip%22	https://categorias/developer/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js	(from https://categorias/developer/)
16:38:11	6625/6625	---M-Z	200	added ('OK')	application/javascript	etag:%2219e1-60a6d395c1e4a-gzip%22	https://categorias/developer/wp-includes/js/dist/vendor/regenerator-runtime.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/vendor/regenerator-runtime.min.js	(from https://categorias/developer/)
16:38:12	115127/115127	---M-Z	200	added ('OK')	application/javascript	etag:%221c1b7-60a6d395c1e4a-gzip%22	https://categorias/developer/wp-includes/js/dist/vendor/wp-polyfill.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/vendor/wp-polyfill.min.js	(from https://categorias/developer/)
16:38:12	10609/10609	---M-Z	200	added ('OK')	application/javascript	etag:%222971-5f8f9a32fd5e0-gzip%22	https://categorias/developer/wp-includes/js/dist/vendor/react.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/vendor/react.min.js	(from https://categorias/developer/)
16:38:12	4627/4627	---M-Z	200	added ('OK')	application/javascript	etag:%221213-60271ce641305-gzip%22	https://categorias/developer/wp-includes/js/dist/hooks.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/hooks.min.js	(from https://categorias/developer/)
16:38:13	729/729	---M-Z	200	added ('OK')	application/javascript	etag:%222d9-60271ce646126-gzip%22	https://categorias/developer/wp-includes/js/dist/deprecated.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/deprecated.min.js	(from https://categorias/developer/)
16:38:13	13079/13079	---M-Z	200	added ('OK')	application/javascript	etag:%223317-60a6d395caaea-gzip%22	https://categorias/developer/wp-includes/js/dist/dom.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/dom.min.js	(from https://categorias/developer/)
16:38:14	129397/129397	---M-Z	200	added ('OK')	application/javascript	etag:%221f975-60271ce6441e6-gzip%22	https://categorias/developer/wp-includes/js/dist/vendor/react-dom.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/vendor/react-dom.min.js	(from https://categorias/developer/)
16:38:14	1139/1139	---M-Z	200	added ('OK')	application/javascript	etag:%22473-5ed98d3a26340-gzip%22	https://categorias/developer/wp-includes/js/dist/escape-html.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/escape-html.min.js	(from https://categorias/developer/)
16:38:14	12649/12649	---M-Z	200	added ('OK')	application/javascript	etag:%223169-60271ce650d06-gzip%22	https://categorias/developer/wp-includes/js/dist/element.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/element.min.js	(from https://categorias/developer/)
16:38:14	1097/1097	---M-Z	200	added ('OK')	application/javascript	etag:%22449-5ed98d3a26340-gzip%22	https://categorias/developer/wp-includes/js/dist/is-shallow-equal.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/is-shallow-equal.min.js	(from https://categorias/developer/)
16:38:14	9445/9445	---M-Z	200	added ('OK')	application/javascript	etag:%2224e5-60271ce646126-gzip%22	https://categorias/developer/wp-includes/js/dist/i18n.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/i18n.min.js	(from https://categorias/developer/)
16:38:15	4031/4031	---M-Z	200	added ('OK')	application/javascript	etag:%22fbf-60271ce646126-gzip%22	https://categorias/developer/wp-includes/js/dist/keycodes.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/keycodes.min.js	(from https://categorias/developer/)
16:38:15	3442/3442	---M-Z	200	added ('OK')	application/javascript	etag:%22d72-5f8f9a32fe580-gzip%22	https://categorias/developer/wp-includes/js/dist/priority-queue.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/priority-queue.min.js	(from https://categorias/developer/)
16:38:15	284845/284845	---M--	200	added ('OK')	image/jpeg	etag:%22458ad-5f8feaf55a999%22	https://categorias/developer/wp-content/uploads/sites/3/2020/04/bg.jpg	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-content/uploads/sites/3/2020/04/bg.jpg	(from https://categorias/developer/)
16:38:15	37550/37550	---M-Z	200	added ('OK')	application/javascript	etag:%2292ae-60a6d395c4d2a-gzip%22	https://categorias/developer/wp-includes/js/dist/compose.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/compose.min.js	(from https://categorias/developer/)
16:38:16	2693/2693	---M-Z	200	added ('OK')	application/javascript	etag:%22a85-60a6d395cba8a-gzip%22	https://categorias/developer/wp-includes/js/dist/private-apis.min.js	C:/Users/Chriffy/Desktop/desing_novo/Portifolio/categorias/developer/wp-includes/js/dist/private-apis.min.js	(from https://categorias/developer/)
